muni_code,muni,muni_type,pref,pref_code,region,fukushima_exclusion_zone,coast,pv_output_2018,windspeed_2018,solarkw,sp,sp_10_49kw,sp_50_499kw,sp_500_1999kw,sp_2000kw_plus,land_price_commercial_2009,land_price_residential_2009,area_2010,population_2010,unemployment_2010,voter_turnout_2012,crime_rate_2008,income_taxable_per_capita_2010,financial_str_index_2010,ratio_revs_exp_2010,disaster_deaths_2011,disaster_damage_2011
08228,Bando,city,Ibaraki,08,Kanto,0,0,1353,5.36,125614,672,519,78,74,1,51400,28200,12318,56114,5.8,60.6433606583522,15.75364437,1117018.55152012,67,5.5,0,2372
08229,Inashiki,city,Ibaraki,08,Kanto,0,0,1338,6.12,455533.5,1175,818,44,310,3,23500,13200,20578,46895,6.5,57.2920636555596,15.39609766,1057583.665636,58,3.9,0,3538
08230,Kasumigaura,city,Ibaraki,08,Kanto,0,0,1333,6.2,2075943.7,1096,751,26,169,150,0,23100,15661,43553,4.7,55.4232819595591,12.51348931,1233908.77781094,65,6.4,0,1165
08231,Sakuragawa,city,Ibaraki,08,Kanto,0,0,1338,5.85,605057,1485,1055,89,340,1,38100,26300,17978,45673,7.1,55.903004052114,12.04212554,1061471.94184748,51,9.5,0,689
08232,Kamisu,city,Ibaraki,08,Kanto,0,1,1326,6.75,366207.7,2223,1980,60,180,3,29800,23700,14726,94795,7.6,56.113156902327,19.37865921,1280621.75220212,154,8.1,0,3380
08233,Namegata,city,Ibaraki,08,Kanto,0,0,1333,6.25,5324019.6,2001,1522,26,243,210,19300,10500,22238,37611,4.2,56.113156902327,9.678019728,999480.869958257,46,3.7,2,2618
08234,Hokota,city,Ibaraki,08,Kanto,0,1,1350,6.34,225414.68,1995,1858,43,94,0,31000,16500,20818,50156,6,56.113156902327,12.00255204,964283.036924795,47,5.6,0,4657
08235,Tsukubamirai,city,Ibaraki,08,Kanto,0,0,1346,5.94,3031554.6,558,205,14,81,258,89000,34300,7914,44461,7.6,55.4232819595591,11.76311824,1362938.01309012,76,11.1,0,2367
08236,Omitama,city,Ibaraki,08,Kanto,0,0,1339,5.75,220319.2,2148,2010,24,114,0,31300,18400,14503,52279,6.2,55.7377546493212,13.38969758,1137685.36123491,66,5,0,4295
08302,Ibaraki,town,Ibaraki,08,Kanto,0,0,1344,5.9,166677,1180,1052,42,86,0,36000,29700,12164,34513,6.6,56.113156902327,13.00959059,1024007.64929157,57,4.4,0,2832
08309,Oarai,town,Ibaraki,08,Kanto,0,1,1358,6.48,15486.6,67,64,0,2,1,52800,40500,2319,18328,6.8,56.113156902327,19.36927106,1069160.68310781,81,7.4,1,1234
08310,Shirosato,town,Ibaraki,08,Kanto,0,0,1320,5.18,1268257.7,498,403,10,45,40,36500,12000,16173,21491,7,55.903004052114,6.840072589,1060985.20310828,40,0.6,0,2045
08341,Tokai,village,Ibaraki,08,Kanto,0,1,1377,6.15,376485.8,163,101,9,6,47,65600,53100,3748,37438,5,57.4894841126171,9.322079171,1477339.38778781,169,0,4,3532
08364,Daigo,town,Ibaraki,08,Kanto,0,0,1315,5.49,161436,279,232,8,29,10,39100,12900,32578,20073,5.8,57.4894841126171,5.031634534,825311.21406865,33,9.9,0,671
08442,Miho,village,Ibaraki,08,Kanto,0,0,1330,6.17,86249,297,229,11,57,0,0,13000,6657,17299,8.1,57.2920636555596,13.46898665,1492200.01156136,90,4.9,0,839
08443,Ami,town,Ibaraki,08,Kanto,0,0,1340,5.91,192985.5,481,335,31,114,1,70300,31700,7139,47940,6.5,57.2920636555596,14.91447643,1318677.05465165,92,10.4,0,1649
08447,Kawachi,town,Ibaraki,08,Kanto,0,0,1337,6.3,17335.9,72,57,8,7,0,0,15900,4432,10172,9.4,57.2920636555596,11.79709005,1016400.1179709,41,8.6,0,963
08521,Yachiyo,town,Ibaraki,08,Kanto,0,0,1362,5.15,25789.5,206,169,22,15,0,30200,23900,5910,23106,5.4,60.6433606583522,14.10888947,1022731.06552411,55,7.2,0,4288
08542,Goka,town,Ibaraki,08,Kanto,0,0,1368,5.29,364615,230,41,4,185,0,0,27900,2309,9410,5.4,60.6433606583522,13.2837407,1230599.89373007,82,19.4,0,398
08546,Sakai,town,Ibaraki,08,Kanto,0,0,1361,5.28,1932650.7,422,316,20,9,77,36400,28600,4658,25714,6.7,60.6433606583522,15.78906432,1148235.74706386,69,5.4,0,1174
08564,Tone,town,Ibaraki,08,Kanto,0,0,1332,6.18,246630.9,214,55,0,159,0,0,23100,2490,17473,9.1,57.2920636555596,8.412980026,1295088.76552395,50,4.1,0,3002
09201,Utsunomiya,city,Tochigi,09,Kanto,0,0,1349,4.13,3064720.4,1875,1450,36,178,211,186200,68900,41684,511739,5.5,52.0021941854087,18.53483905,1469168.98067179,101,2.8,0,0
09202,Ashikaga,city,Tochigi,09,Kanto,0,0,1388,4.78,197544.9,1924,1719,108,97,0,59700,42300,17782,154530,7.1,51.4084459044997,14.26907397,1162101.28777584,75,5.5,0,0
09203,Tochigi,city,Tochigi,09,Kanto,0,0,1367,4.2,498517.8,2501,1993,235,273,0,0,0,33157,164024,7,52.8258059972909,13.64434473,1189610.36799493,NA,NA,0,0
09204,Sano,city,Tochigi,09,Kanto,0,0,1382,4.57,8413712.9,2913,2302,186,153,272,51700,38200,35607,121249,6.6,51.4084459044997,12.81660055,1174113.05660253,76,5.9,0,0
09205,Kanuma,city,Tochigi,09,Kanto,0,0,1355,3.82,344031.2,1295,1182,28,48,37,72900,35000,49062,102348,6.7,53.2516521649439,9.52632196,1195701.95802556,74,3.8,0,0
09206,Nikko,city,Tochigi,09,Kanto,0,0,1193,4.15,432711.7,1059,825,33,195,6,44200,20900,144987,90066,6.1,53.2516521649439,9.859436413,1153916.61670331,70,8.4,0,0
09208,Oyama,city,Tochigi,09,Kanto,0,0,1356,4.57,232823.9,989,804,50,135,0,109700,47100,17161,164454,6.3,53.5752252139845,18.14489158,1313708.9338052,102,2.5,0,0
09209,Moka,city,Tochigi,09,Kanto,0,0,1351,4.75,56825,793,767,13,13,0,50800,38400,16721,82289,8.7,53.5752252139845,13.10017135,1162629.53736222,91,8,0,0
09210,Ohtawara,city,Tochigi,09,Kanto,0,0,1350,5.2,280132.4,661,567,16,69,9,37900,21100,35412,77729,5.3,56.3883991394788,10.21497768,1125587.10391231,68,8.5,0,0
09211,Yaita,city,Tochigi,09,Kanto,0,0,1336,4.69,328976.5,356,283,7,38,28,55600,34000,17066,35343,7.1,56.3883991394788,11.68548227,1217216.56339303,75,7.9,0,0
09213,Nasushiobara,city,Tochigi,09,Kanto,0,0,1333,6.25,213085.6,1367,1231,33,102,1,50500,25400,59282,117812,5.1,56.3883991394788,14.68441245,1235045.39435711,85,7.2,0,0
09214,Sakura,city,Tochigi,09,Kanto,0,0,1356,4.46,43127.3,358,326,9,22,1,57800,33300,12546,44768,6.9,53.2516521649439,13.02269478,1192084.92673338,76,15.7,0,0
09215,Nasukarasuyama,city,Tochigi,09,Kanto,0,0,1330,4.68,9266151.4,973,485,11,88,389,39800,18900,17442,29206,6.9,56.3883991394788,7.977812778,1065268.19831541,47,6,0,0
09216,Shimotsuke,city,Tochigi,09,Kanto,0,0,1357,4.41,136256,453,382,27,37,7,86700,53700,7458,59483,5.1,52.3572120923938,12.97849806,1483424.25566969,84,7.7,0,0
09301,Kaminokawa,town,Tochigi,09,Kanto,0,0,1356,4.46,23138.7,273,252,16,5,0,53300,45400,5452,31621,5.3,51.19357261208,14.29429809,1276728.59808355,101,7.9,0,0
09342,Mashiko,town,Tochigi,09,Kanto,0,0,1328,4.85,145178.6,331,260,9,60,2,55400,26100,8954,24348,7.3,53.5752252139845,6.612452768,1076918.06308526,61,3.2,0,0
09343,Motegi,town,Tochigi,09,Kanto,0,0,1322,4.81,21816.3,130,112,6,12,0,42600,24300,17271,15018,8.1,53.5752252139845,5.726461579,1022789.31948329,46,10.3,0,0
09344,Ichikai,town,Tochigi,09,Kanto,0,0,1335,4.45,53990,169,129,17,22,1,25200,17200,6424,12094,5.4,53.5752252139845,7.524392261,1199290.47461551,70,11.7,0,0
09345,Haga,town,Tochigi,09,Kanto,0,0,1349,4.41,47682.8,365,332,21,11,1,0,37200,7023,16030,5.7,53.5752252139845,7.485963818,1164536.05739239,128,11,0,0
09361,Mibu,town,Tochigi,09,Kanto,0,0,1364,4.2,574679.3,753,627,27,59,40,57600,46000,6108,39605,6.7,53.5752252139845,11.7409418,1267074.63704078,69,6.1,0,0
09364,Nogi,town,Tochigi,09,Kanto,0,0,1364,4.92,73241.9,211,143,28,40,0,65000,50800,3025,25720,8.6,53.5752252139845,9.68118196,1424101.55520995,89,13.7,0,0
09384,Shioya,town,Tochigi,09,Kanto,0,0,1284,4.43,9121396.1,523,136,10,42,335,31000,14300,17599,12560,6.8,53.2516521649439,7.085987261,1074633.51910828,47,7.2,0,0
09386,Takanezawa,town,Tochigi,09,Kanto,0,0,1352,4.3,57099.7,272,230,5,37,0,57900,47800,7090,30436,5.2,53.2516521649439,11.23669339,1380242.73886187,88,4.8,0,0
09407,Nasu,town,Tochigi,09,Kanto,0,0,1321,5.98,329120.9,1277,1067,12,197,1,33900,10900,37231,26765,8.7,56.3883991394788,13.63721278,1005308.23837101,79,8.8,0,0
09411,Nakagawa,town,Tochigi,09,Kanto,0,0,1168,4.87,2068125,577,440,1,2,134,23000,14700,19284,18446,6.4,56.3883991394788,5.963352488,1008374.60696086,42,8.2,0,0
10201,Maebashi,city,Gunma,10,Kanto,0,0,1419,5.47,334283.1,3174,2801,185,188,0,94500,56100,31164,340291,5.2,54.3548057972811,14.62865606,1341161.0357018,79,3.5,0,0
10202,Takasaki,city,Gunma,10,Kanto,0,0,1409,4.76,6042792.5,3306,2667,130,171,338,130200,52100,45941,371302,6.5,56.1404604441406,12.62584096,1314257.60701531,86,4.6,0,0
10203,Kiryu,city,Gunma,10,Kanto,0,0,1399,5.17,3979721.3,3047,2646,70,95,236,60900,34900,27457,121704,6.7,53.6924675440132,9.884638138,1171020.37730888,58,8.9,0,0
10204,Isesaki,city,Gunma,10,Kanto,0,0,1419,5.03,280134.2,1962,1722,114,126,0,61400,41600,13933,207221,6.5,52.9218544797762,18.95560778,1178699.73120485,86,6.6,0,0
10205,Ota,city,Gunma,10,Kanto,0,0,1402,4.86,293556.9,1759,1448,169,142,0,56700,40100,17566,216465,7.6,53.871516345876,17.9428545,1244301.04635853,99,4.8,0,0
10206,Numata,city,Gunma,10,Kanto,0,0,1404,6.16,123324.5,775,651,66,58,0,58500,29500,44337,51265,5.8,54.3548057972811,7.744074905,1076465.13215644,52,3.4,0,0
10207,Tatebayashi,city,Gunma,10,Kanto,0,0,1389,5,44375.2,533,489,36,8,0,65900,45900,6098,78608,7.3,54.9230021828249,13.98076532,1241815.50223896,83,8.7,0,0
10208,Shibukawa,city,Gunma,10,Kanto,0,0,1403,5.94,140860.9,1012,926,28,58,0,52500,26700,24042,83330,6.1,54.747313197313,10.40441618,1143450.12600504,66,7.4,0,0
10209,Fujioka,city,Gunma,10,Kanto,0,0,1417,4.79,2246885.1,1316,865,84,88,279,46600,26700,18009,67975,6.9,57.1232446314409,11.09231335,1155540.43398308,68,4.5,0,0
10210,Tomioka,city,Gunma,10,Kanto,0,0,1414,4.35,307353.6,983,732,94,156,1,52400,22700,12290,52070,5.9,55.2287416043594,7.355483004,1123947.30170924,66,5.3,0,0
10211,Annaka,city,Gunma,10,Kanto,0,0,1416,4.13,420177.3,1849,1468,111,269,1,45100,22300,27634,61077,6.3,55.2287416043594,7.891677718,1169071.86011101,85,10.1,0,0
10212,Midori,city,Gunma,10,Kanto,0,0,1416,5.24,74977,583,482,56,45,0,42200,22900,20823,51899,6.8,53.6924675440132,13.08310372,1127334.16828841,70,7.1,0,0
10344,Shinto,village,Gunma,10,Kanto,0,0,1388,5.48,16122.1,201,189,6,6,0,0,30300,2794,14370,5.4,55.2287416043594,5.77592206,1164757.68963118,56,6.2,0,0
10345,Yoshioka,town,Gunma,10,Kanto,0,0,1411,5.88,7875.4,158,152,5,1,0,0,36400,2050,19801,4.4,55.2287416043594,8.787434978,1183401.7473865,67,11.1,0,0
10366,Ueno,village,Gunma,10,Kanto,0,0,1372,6.75,49.5,1,1,0,0,0,0,6000,18186,1306,2.5,57.1232446314409,14.5482389,815461.715160796,149,6.6,0,0
10367,Kanna,town,Gunma,10,Kanto,0,0,1348,5.22,26500,10,0,0,9,1,0,9500,11469,2352,5.8,57.1232446314409,5.952380952,809641.581632653,15,3,0,0
10382,Shimonita,town,Gunma,10,Kanto,0,0,1360,5.17,5411.3,58,42,13,3,0,38500,23000,18827,8911,6.4,55.2287416043594,3.366625519,984498.821681068,33,1,0,0
10383,Nammoku,village,Gunma,10,Kanto,0,0,1378,6.17,95.3,3,3,0,0,0,0,9200,11878,2423,4.5,55.2287416043594,2.888980603,711985.142385473,17,6.6,0,0
10384,Kanra,town,Gunma,10,Kanto,0,0,1331,4.73,10976.1,201,198,0,3,0,0,22400,5857,13618,5.7,55.2287416043594,6.682332207,1034973.93156117,47,3.9,0,0
10421,Nakanojo,town,Gunma,10,Kanto,0,0,1313,5.19,107349.5,251,182,13,56,0,0,0,43928,18216,4.8,55.2287416043594,5.379885815,1047091.84233641,40,8.7,0,0
10424,Naganohara,town,Gunma,10,Kanto,0,0,1324,5.99,12106.3,235,230,4,1,0,29600,11100,13393,6017,3.7,55.2287416043594,9.306963603,1374981.71846435,47,16.9,0,0
10425,Tsumagoi,village,Gunma,10,Kanto,0,0,1393,7.06,98592.7,393,347,2,43,1,42900,14200,33751,10183,3.3,55.2287416043594,7.070607876,1180589.31552588,48,7.4,0,0
10426,Kusatsu,town,Gunma,10,Kanto,0,0,1362,8.89,901.1,19,19,0,0,0,108000,36400,4974,7160,4.3,55.2287416043594,17.17877095,1068361.59217877,92,6.2,0,0
10428,Takayama,village,Gunma,10,Kanto,0,0,1135,6.58,42695,58,48,0,9,1,0,9200,6416,3911,7,55.2287416043594,4.091025313,888993.86346203,34,3,0,0
10429,Higashiagatsuma,town,Gunma,10,Kanto,0,0,1375,4.72,48530.1,211,194,13,3,1,40000,13100,25365,15622,4.6,55.2287416043594,8.129560876,1056065.22852388,44,6.1,0,0
10443,Katashina,village,Gunma,10,Kanto,0,0,1256,8.47,8642430.4,184,16,5,6,157,33000,10500,39201,4904,3.9,54.3548057972811,13.25448613,820387.438825449,26,7.5,0,0
10444,Kawaba,village,Gunma,10,Kanto,0,0,1291,7.14,1747.1,37,37,0,0,0,0,10700,8529,3898,4.7,54.3548057972811,8.722421755,844340.944073884,23,14.1,0,0
10448,Showa,village,Gunma,10,Kanto,0,0,1397,6.16,0,0,92,20,15,343,0,16600,6417,7620,3.3,54.3548057972811,8.530183727,1153613.77952756,43,8.5,0,0
10449,Minakami,town,Gunma,10,Kanto,0,0,1047,6.7,85310.3,208,164,3,38,3,38100,23500,78091,21345,6.5,54.3548057972811,7.214804404,949428.718669478,50,6.5,0,0
10464,Tamamura,town,Gunma,10,Kanto,0,0,1425,5.02,7799.6,130,118,11,1,0,54900,38400,2581,37536,5.5,52.9218544797762,11.77536232,1216958.06692242,83,8.5,0,0
10521,Itakura,town,Gunma,10,Kanto,0,0,1393,5.02,21149.4,266,250,11,4,1,34000,28800,4184,15706,6,54.9230021828249,11.39691838,1148732.90462244,56,19.3,0,0
10522,Meiwa,town,Gunma,10,Kanto,0,0,1366,5.06,9645.7,138,133,1,4,0,0,37000,1967,11209,5.8,61.5037631051369,9.63511464,1212287.62601481,93,7,0,0
10523,Chiyoda,town,Gunma,10,Kanto,0,0,1400,5.06,84962,298,221,17,60,0,0,29400,2176,11473,6.4,54.9230021828249,13.8586246,1112348.55748279,80,5.6,0,0
10524,Oizumi,town,Gunma,10,Kanto,0,0,1403,4.98,30441.5,266,223,13,30,0,54500,43600,1793,40257,9.7,54.9230021828249,21.56146757,1185832.67506272,110,6.2,0,0
10525,Ora,town,Gunma,10,Kanto,0,0,1396,4.99,36402.7,340,284,37,19,0,0,33400,3112,27023,6.6,54.9230021828249,11.95278096,1185178.55160419,81,8.6,0,0
11100,Saitama,city,Saitama,11,Kanto,0,0,1336,5.72,571302.5,794,442,17,335,0,565500,180400,21749,1222434,5.7,56.8804289505545,17.47824422,1718818.38283294,101,2,0,0
11201,Kawagoe,city,Saitama,11,Kanto,0,0,1357,5.58,15693.3,159,137,10,12,0,322800,147600,10916,342670,5.8,53.9634373774247,17.95313275,1461956.13855896,102,5.1,0,0
11202,Kumagaya,city,Saitama,11,Kanto,0,0,1392,5.07,130272.4,629,517,47,65,0,106600,62600,15988,203180,6.4,54.7947385603134,16.55182597,1363390.90953834,93,10.8,0,0
11203,Kawaguchi,city,Saitama,11,Kanto,0,0,1328,5.67,5571.4,117,110,6,1,0,0,0,6197,561506,7.3,52.5310371227478,20.56255855,1535163.85577358,NA,NA,0,0
11206,Gyoda,city,Saitama,11,Kanto,0,0,1388,5.14,23196.6,288,261,20,7,0,65000,49300,6737,85786,7.2,55.0319188383837,15.01410487,1252670.69218754,76,9.2,0,0
11207,Chichibu,city,Saitama,11,Kanto,0,0,1340,5.98,287543.1,641,460,23,158,0,94300,27100,57769,66955,7.6,54.5479776743463,7.079381674,1103513.95713539,62,10.3,0,0
11208,Tokorozawa,city,Saitama,11,Kanto,0,0,1341,5.4,59435.9,186,119,15,52,0,362200,168100,7199,341924,6.1,57.151650271736,14.34529311,1617145.04685252,106,4.1,0,0
11209,Hanno,city,Saitama,11,Kanto,0,0,1338,5.29,56238.4,71,40,3,28,0,246500,62000,19318,83549,6.1,56.8299079939334,14.80568289,1367222.22887168,84,10.9,0,0
11210,Kazo,city,Saitama,11,Kanto,0,0,1378,5.24,89233.2,698,605,66,27,0,0,0,13347,115002,7.3,55.0319188383837,13.89541051,1297958.83549851,74,9.6,0,0
11211,Honjo,city,Saitama,11,Kanto,0,0,1413,4.89,22261953.8,1262,511,38,167,546,61100,39500,8971,81889,6,54.5479776743463,17.10852495,1204658.74537484,77,12.4,0,0
11212,Higashimatsuyama,city,Saitama,11,Kanto,0,0,1375,5.12,165673.5,444,300,28,116,0,136300,78400,6533,90099,7,59.2164742862875,15.67165007,1333207.51617665,88,7.2,0,0
11214,Kasukabe,city,Saitama,11,Kanto,0,0,1351,5.7,16459.1,160,137,5,18,0,161100,101800,6598,237171,6.5,53.7280550862251,21.87872885,1374370.81262043,81,4.6,0,0
11215,Sayama,city,Saitama,11,Kanto,0,0,1345,5.35,7738.8,66,58,3,5,0,151000,123100,4904,155727,6.1,56.8299079939334,14.92997361,1485637.26906702,103,11.8,0,0
11216,Hanyu,city,Saitama,11,Kanto,0,0,1389,5.13,293308.4,907,533,117,257,0,56700,46500,5855,56204,6,55.0319188383837,13.98476977,1211268.20155149,79,9,0,0
11217,Konosu,city,Saitama,11,Kanto,0,0,1368,5.4,18333.3,131,110,6,15,0,136000,77200,6749,119639,5.7,55.4337581597762,15.2625816,1422011.75202066,80,8.2,0,0
11218,Fukaya,city,Saitama,11,Kanto,0,0,1405,4.9,3221745.9,791,451,54,110,176,84200,47100,13841,144618,7.1,54.5479776743463,14.61090597,1262902.66771771,79,9.2,0,0
11219,Ageo,city,Saitama,11,Kanto,0,0,1350,5.59,5164.6,97,90,7,0,0,289300,121200,4555,223926,5.7,55.7845609965696,15.3934782,1481567.78578638,96,4.7,0,0
11221,Soka,city,Saitama,11,Kanto,0,0,1330,5.81,4811.2,49,37,10,2,0,251700,141100,2742,243855,6.6,53.5219606133748,22.76352751,1450864.3866232,95,6.2,0,0
11222,Koshigaya,city,Saitama,11,Kanto,0,0,1336,5.8,6965.7,135,131,3,1,0,355800,144600,6031,326313,6.1,53.5219606133748,22.35583627,1484586.80162911,95,7.2,0,0
11223,Warabi,city,Saitama,11,Kanto,0,0,1332,5.72,289.4,8,8,0,0,0,598000,237000,510,71502,7,55.3390313695363,24.97832228,1547448.74269251,89,6.6,0,0
11224,Toda,city,Saitama,11,Kanto,0,0,1332,5.71,1833.1,33,31,1,1,0,272000,215300,1817,123079,5.5,55.3390313695363,22.42462158,1678525.19926226,142,3.7,0,0
11225,Iruma,city,Saitama,11,Kanto,0,0,1343,5.37,6937.1,68,56,11,1,0,190000,114300,4474,149872,6.2,56.8299079939334,14.30554073,1450807.61583218,99,3.8,0,0
11227,Asaka,city,Saitama,11,Kanto,0,0,1335,5.64,8387.4,30,16,1,13,0,517000,224900,1838,129691,5.1,55.4335269839846,14.67333894,1674294.31494861,110,5.3,0,0
11228,Shiki,city,Saitama,11,Kanto,0,0,1342,5.68,777.1,22,22,0,0,0,0,210800,906,69611,5.9,55.4335269839846,17.13809599,1709227.93811323,89,7.8,0,0
11229,Wako,city,Saitama,11,Kanto,0,0,1332,5.56,587,12,11,1,0,0,365000,197800,1104,80745,4.9,55.4335269839846,14.35382996,1782344.50430367,120,11.7,0,0
11230,Niiza,city,Saitama,11,Kanto,0,0,1337,5.6,5957.2,39,25,12,2,0,619000,181400,2280,158777,5.8,55.4335269839846,15.92170151,1494159.98538831,93,4.2,0,0
11231,Okegawa,city,Saitama,11,Kanto,0,0,1357,5.5,8066.9,63,48,11,4,0,169000,108400,2526,74711,6,55.7845609965696,15.37926142,1466050.88942726,87,6.3,0,0
11232,Kuki,city,Saitama,11,Kanto,0,0,1364,5.5,43517,292,220,63,9,0,0,0,8240,154310,6.3,53.7280550862251,15.07355324,1442660.04147495,85,5.8,0,0
11233,Kitamoto,city,Saitama,11,Kanto,0,0,1363,5.46,3876.1,41,36,3,2,0,118000,100200,1984,68888,6.3,55.7845609965696,17.08570433,1477400.66484729,85,6,0,0
11234,Yashio,city,Saitama,11,Kanto,0,0,1336,5.82,3609.4,41,37,2,2,0,183000,133600,1803,82977,6.6,52.7881376466284,20.58401726,1349208.4915097,107,6.7,0,0
11235,Fujimi,city,Saitama,11,Kanto,0,0,1344,5.69,3675.7,23,21,0,2,0,479000,185000,1970,106736,6.2,53.9634373774247,14.25011243,1498476.07180333,79,4,0,0
11237,Misato,city,Saitama,11,Kanto,0,0,1340,5.82,19419.2,113,80,27,6,0,225000,126400,3021,131415,7.2,52.7881376466284,17.68443481,1372328.44043678,97,4.4,0,0
11238,Hasuda,city,Saitama,11,Kanto,0,0,1355,5.61,2664.2,48,45,3,0,0,187000,113800,2727,63309,6.8,54.8155253350337,11.79927025,1529997.55169091,82,5.4,0,0
11239,Sakado,city,Saitama,11,Kanto,0,0,1355,5.24,4104.1,66,53,13,0,0,194000,92500,4097,101700,7.5,59.2164742862875,18.35791544,1348697.94493609,89,6.4,0,0
11240,Satte,city,Saitama,11,Kanto,0,0,1366,5.42,3707,55,50,4,1,0,80400,62900,3395,54012,7.8,52.7881376466284,16.79256462,1314908.03895431,79,8.8,0,0
11241,Tsurugashima,city,Saitama,11,Kanto,0,0,1351,5.26,3559.2,39,37,1,1,0,184000,115000,1773,69990,7,59.2164742862875,16.05943706,1448440.50578654,93,7,0,0
11242,Hidaka,city,Saitama,11,Kanto,0,0,1343,5.23,14430.3,117,97,10,10,0,89000,71900,4748,57473,7.2,56.8299079939334,11.53585162,1346654.27244097,91,7,0,0
11243,Yoshikawa,city,Saitama,11,Kanto,0,0,1345,5.82,1671.1,26,23,3,0,0,245000,116000,3162,65298,5.1,52.7881376466284,15.42160556,1437150.37214004,87,7.8,0,0
11245,Fujimino,city,Saitama,11,Kanto,0,0,1349,5.67,1304.1,28,27,1,0,0,186000,177800,1467,105695,7.5,55.4267688570242,17.15312929,1491316.63749468,89,6,0,0
11246,Shiraoka,city,Saitama,11,Kanto,0,0,1359,5.53,4461.3,39,33,4,2,0,0,0,2488,50272,5.4,54.8155253350337,10.78134946,1511295.15436028,NA,NA,0,0
11301,Ina,town,Saitama,11,Kanto,0,0,1352,5.58,2071.8,38,35,2,1,0,0,89700,1480,42494,5.9,55.7845609965696,12.42528357,1385288.72311385,87,8.4,0,0
11324,Miyoshi,town,Saitama,11,Kanto,0,0,1341,5.65,1010,28,28,0,0,0,0,153700,1530,38706,7.1,57.151650271736,14.7522348,1460903.08996021,115,7.8,0,0
11326,Moroyama,town,Saitama,11,Kanto,0,0,1307,5.19,4938.7,75,70,2,3,0,80900,50700,3403,39054,8.5,56.8299079939334,15.20970963,1149289.24053874,70,5,0,0
11327,Ogose,town,Saitama,11,Kanto,0,0,1315,5.25,22599,72,36,22,14,0,0,40300,4044,12537,6.2,56.8299079939334,15.95277977,1244342.18712611,60,7.5,0,0
11341,Namegawa,town,Saitama,11,Kanto,0,0,1378,5.11,21892.3,116,83,18,15,0,0,67900,2971,17323,7,59.2164742862875,16.27893552,1306428.67863534,93,12.9,0,0
11342,Ranzan,town,Saitama,11,Kanto,0,0,1375,5.21,28872,77,54,3,20,0,60500,55600,2985,18887,5.7,59.2164742862875,15.83099486,1266744.79800921,82,6.5,0,0
11343,Ogawa,town,Saitama,11,Kanto,0,0,1366,5.29,12092361.2,470,111,22,33,304,59500,38100,6045,32913,6.6,59.2164742862875,9.722602011,1339146.53784219,71,5.1,0,0
11346,Kawajima,town,Saitama,11,Kanto,0,0,1373,5.49,12631.2,77,64,4,9,0,0,47300,4172,22147,5.3,59.2164742862875,11.92035039,1286328.39662257,75,6.6,0,0
11347,Yoshimi,town,Saitama,11,Kanto,0,0,1377,5.29,340304.8,405,212,18,175,0,0,34700,3863,21079,5.9,59.2164742862875,9.582997296,1261368.99283647,65,5.9,0,0
11348,Hatoyama,town,Saitama,11,Kanto,0,0,1363,5.26,154655.6,186,97,6,83,0,0,44400,2571,15305,7.1,59.2164742862875,8.101927475,1432354.59000327,66,3.3,0,0
11349,Tokigawa,town,Saitama,11,Kanto,0,0,1358,5.21,16028.4,57,41,0,16,0,0,20900,5577,12418,5.9,59.2164742862875,9.180222258,1174148.17200837,58,8.5,0,0
11361,Yokoze,town,Saitama,11,Kanto,0,0,1244,5.99,6497.6,61,55,1,5,0,0,38800,4935,9039,6.4,54.5479776743463,7.522956079,1142557.3625401,63,7.6,0,0
11362,Minano,town,Saitama,11,Kanto,0,0,1362,5,17466,71,62,1,8,0,47300,28300,6361,10888,6.3,54.5479776743463,7.714915503,1065444.70977223,48,2.8,0,0
11363,Nagatoro,town,Saitama,11,Kanto,0,0,1368,5.06,29683.8,73,70,1,1,1,42000,24300,3040,7908,5.4,54.5479776743463,5.816894284,1115900.48052605,49,4.9,0,0
11365,Ogano,town,Saitama,11,Kanto,0,0,1291,4.68,3544.4,85,85,0,0,0,41000,14700,17145,13436,6.3,54.5479776743463,2.232807383,923190.086335219,39,7.2,0,0
11369,Higashichichibu,village,Saitama,11,Kanto,0,0,1300,5.41,2061.2,6,3,2,1,0,0,11600,3717,3348,5.7,54.5479776743463,7.168458781,1009675.92592593,24,13.3,0,0
11381,Misato,town,Saitama,11,Kanto,0,0,1400,4.91,6669.5,123,244,55,11,0,0,17500,3348,11605,6,51.3427903793046,8.444635933,1083531.66738475,85,11.4,0,0
11383,Kamikawa,town,Saitama,11,Kanto,0,0,1375,4.85,27537.2,357,335,15,7,0,13400,12100,4742,14470,7.2,54.5479776743463,8.08569454,1050888.11333794,61,13.9,0,0
11385,Kamisato,town,Saitama,11,Kanto,0,0,1417,4.88,15045.2,198,176,22,0,0,48000,31900,2921,30998,6,54.5479776743463,13.83960256,1178710.23937028,84,8.7,0,0
11408,Yorii,town,Saitama,11,Kanto,0,0,1382,4.99,43418.9,281,218,29,33,1,54100,33400,6417,35774,8.1,54.5479776743463,13.41756583,1152308.9674065,74,6.2,0,0
11442,Miyashiro,town,Saitama,11,Kanto,0,0,1358,5.53,1382.9,26,25,1,0,0,0,65500,1595,33641,6.2,54.8155253350337,16.17074403,1337594.92880711,67,6.2,0,0
