year,cbsa,county,geoid,hri,interval
2000,40980,26145,26145000020,2.6248427568,3
2000,16974,17031,17031808702,2.62521686772,3
2000,27100,26075,26075005301,2.62569320404,3
2000,13140,48245,48245000006,2.6263256242,3
2000,47260,51710,51710004002,2.62638878245,3
2000,35084,34013,34013000155,2.62666115121,3
2000,16974,17031,17031000632,2.62709993818,3
2000,13820,01073,01073004701,2.62724017381,3
2000,31084,06037,06037534502,2.62731357534,3
2000,26900,18097,18097330402,2.62760531019,3
2000,47664,26125,26125001840,2.62827662521,3
2000,36084,06001,06001004068,2.62837821001,3
2000,27780,42021,42021000005,2.62878614581,3
2000,19780,19153,19153000012,2.63018472751,3
2000,11020,42013,42013001011,2.63094609663,3
2000,25540,09003,09003005031,2.6313047625,3
2000,26420,48201,48201005104,2.63167328024,3
2000,44220,39023,39023000006,2.63258177796,3
2000,16974,17031,17031004909,2.63371826441,3
2000,23060,18003,18003000031,2.63407547486,3
2000,16974,17031,17031008120,2.63409156048,3
2000,33460,27123,27123000310,2.63459647989,3
2000,35614,36047,36047000276,2.63493783069,3
2000,44060,53063,53063000040,2.63531992018,3
2000,36084,06001,06001004321,2.63569773426,3
2000,17460,39035,39035152604,2.63600329814,3
2000,40900,06067,06067000018,2.63601016169,3
2000,41180,29510,29510001036,2.63639985468,3
2000,15764,25009,25009260301,2.6365386666,3
2000,30700,31109,31109000010,2.63662502127,3
2000,35614,36005,36005000181,2.63704369027,3
2000,26580,54011,54011000004,2.63737157451,3
2000,13820,01073,01073000049,2.63783495429,3
2000,35614,36047,36047000672,2.63952175184,3
2000,14454,25025,25025000302,2.63956703022,3
2000,14454,25025,25025000302,2.63956703022,3
2000,21340,48141,48141002202,2.63969891406,3
2000,41884,06075,06075000452,2.64079456219,3
2000,31084,06037,06037301701,2.64125273079,3
2000,43340,22017,22017000223,2.64155128601,3
2000,31084,06037,06037001945,2.64271041954,3
2000,41884,06075,06075000157,2.64362293812,3
2000,36540,19155,19155030601,2.64588969744,3
2000,21300,36015,36015000109,2.64674248981,3
2000,12060,13121,13121006601,2.64694924911,3
2000,35084,34035,34035052001,2.64753437277,3
2000,35614,34003,34003000331,2.64798180457,3
2000,26580,54011,54011000011,2.64801458241,3
2000,17460,39035,39035154501,2.64825685074,3
2000,17460,39093,39093000235,2.64849527217,3
2000,12060,13089,13089000226,2.64870736045,3
2000,38300,42003,42003000507,2.64886904338,3
2000,23420,06019,06019000049,2.64997334715,3
2000,14454,25023,25023510503,2.65093247596,3
2000,32820,47157,47157000027,2.6509622599,3
2000,31540,55025,55025000018,2.65100493287,3
2000,41740,06073,06073000008,2.65183411419,3
2000,32820,47157,47157000070,2.65274228676,3
2000,41740,06073,06073000044,2.6530470428,3
2000,45060,36067,36067001701,2.65346956404,3
2000,35084,34039,34039000340,2.65512398775,3
2000,31084,06037,06037004629,2.65555408353,3
2000,20220,19061,19061000004,2.65579612878,3
2000,35084,34013,34013000044,2.65596843162,3
2000,11700,37021,37021000006,2.65625309298,3
2000,32820,47157,47157000075,2.65704051549,3
2000,35614,36081,36081000456,2.6574814967,3
2000,13140,48245,48245000061,2.65760051568,3
2000,24340,26081,26081000007,2.65795831607,3
2000,33340,55079,55079000201,2.65832456838,3
2000,33340,55079,55079000201,2.65832456838,3
2000,33874,42091,42091201604,2.65837767918,3
2000,35614,36047,36047041401,2.65853739883,3
2000,27100,26075,26075000050,2.65902893764,3
2000,35614,34003,34003000542,2.659262155,3
2000,31084,06037,06037001254,2.65928731044,3
2000,35084,34013,34013000170,2.65938185283,3
2000,43580,19193,19193000014,2.66007189744,3
2000,31084,06037,06037302102,2.66028356366,3
2000,21500,42049,42049011001,2.66038991226,3
2000,19804,26163,26163005036,2.66056979814,3
2000,26580,54011,54011000006,2.66166868424,3
2000,41884,06075,06075000131,2.66167063307,3
2000,40060,51760,51760000106,2.66192310541,3
2000,23104,48439,48439101403,2.66192521918,3
2000,17460,39035,39035001602,2.66201461314,3
2000,25540,09003,09003004163,2.6622111086,3
2000,47664,26125,26125001422,2.66225846032,3
2000,49660,39099,39099008112,2.66250130861,3
2000,35084,34039,34039000373,2.66271281778,3
2000,14454,25025,25025000301,2.66293790406,3
2000,14454,25025,25025000301,2.66293790406,3
2000,36540,31055,31055000007,2.66324210807,3
2000,43340,22017,22017000218,2.66339959127,3
2000,28140,20209,20209000416,2.66358310677,3
2000,17460,39035,39035177303,2.66363861832,3
2000,41180,29189,29189002196,2.66371173689,3
2000,35084,34013,34013000122,2.66377714762,3
2000,44060,53063,53063000011,2.6653659458,3
2000,11020,42013,42013001018,2.66557850382,3
2000,26900,18097,18097003510,2.66565542718,3
2000,44140,25013,25013812102,2.66573949443,3
2000,44100,17167,17167000018,2.66709312315,3
2000,36540,31055,31055000053,2.66719766387,3
2000,41700,48029,48029001705,2.66737771105,3
2000,19740,08031,08031002801,2.66768560566,3
2000,19804,26163,26163005006,2.66776755814,3
2000,40220,51770,51770000018,2.66777956502,3
2000,37964,42101,42101000302,2.66788758769,3
2000,45300,12057,12057000028,2.66834907593,3
2000,33124,12086,12086004401,2.66851290237,3
2000,17460,39035,39035001615,2.668678976,3
2000,19124,48113,48113000601,2.66947226646,3
2000,45940,34021,34021000031,2.66987350588,3
2000,17460,39035,39035171103,2.67001526994,3
2000,35614,34003,34003028002,2.6704650332,3
2000,33460,27123,27123000338,2.67049741891,3
2000,35614,36119,36119005001,2.67054358515,3
2000,45780,39095,39095000068,2.67092773449,3
2000,13820,01073,01073003001,2.67137964045,3
2000,28940,47093,47093000023,2.6717137456,3
2000,12420,48453,48453000010,2.67248073943,3
2000,15764,25017,25017003745,2.67257255336,3
2000,18140,39049,39049005620,2.67268734155,3
2000,12060,13089,13089000203,2.6732011353,3
2000,17460,39035,39035153105,2.6732786703,3
2000,47260,51740,51740002106,2.67445402017,3
2000,47260,51710,51710000003,2.67495195609,3
2000,13780,36007,36007000001,2.67588729979,3
2000,30460,21067,21067000018,2.67591672573,3
2000,35300,09009,09009001419,2.67643136714,3
2000,18140,39049,39049002520,2.67649114648,3
2000,41180,29189,29189002172,2.6766642678,3
2000,31084,06037,06037264302,2.67672608831,3
2000,26420,48201,48201003136,2.67688678364,3
2000,18140,39049,39049000049,2.67724469095,3
2000,32820,47157,47157000015,2.67727874364,3
2000,31084,06037,06037702501,2.67767821559,3
2000,41740,06073,06073000060,2.67779423523,3
2000,38300,42003,42003004845,2.67788636053,3
2000,38900,41051,41051003602,2.67845281275,3
2000,19740,08031,08031003202,2.67880502814,3
2000,31084,06037,06037002170,2.6788465061,3
2000,33660,01097,01097002501,2.67894957785,3
2000,26900,18097,18097003503,2.67910908526,3
2000,33340,55079,55079000182,2.6791536475,3
2000,30460,21067,21067000014,2.67923107986,3
2000,41180,29189,29189002141,2.67981356471,3
2000,10420,39153,39153005028,2.67982506783,3
2000,28140,29095,29095000076,2.68008775398,3
2000,38900,41051,41051003701,2.68018455798,3
2000,16974,17031,17031007105,2.68121594514,3
2000,33660,01097,01097002502,2.68153856653,3
2000,42340,13051,13051000025,2.68210478419,3
2000,26900,18097,18097003579,2.68259322394,3
2000,35300,09009,09009003518,2.68272386846,3
2000,41884,06075,06075000170,2.68295722319,3
2000,19740,08031,08031000303,2.68362727027,3
2000,35614,36061,36061000251,2.68403506471,3
2000,38300,42003,42003001114,2.68428912372,3
2000,31084,06037,06037430501,2.68449374721,3
2000,35084,34039,34039000316,2.68616221378,3
2000,33340,55079,55079000095,2.68630127338,3
2000,19804,26163,26163005750,2.68669509659,3
2000,42340,13051,13051000012,2.68688811219,3
2000,31700,33011,33011000102,2.68694657903,3
2000,31700,33011,33011000102,2.68694657903,3
2000,41180,17119,17119400904,2.68702712245,3
2000,42644,53033,53033000032,2.68708880479,3
2000,18140,39049,39049000010,2.68721436863,3
2000,45300,12103,12103000235,2.68730558922,3
2000,30700,31109,31109000018,2.68734211462,3
2000,36084,06001,06001423601,2.68749446792,3
2000,35084,34013,34013000123,2.68828403317,3
2000,35614,36005,36005023301,2.68837454203,3
2000,17460,39035,39035178201,2.68868619346,3
2000,35380,22071,22071000055,2.68909072606,3
2000,29404,55059,55059000017,2.68964398394,3
2000,35614,36047,36047000450,2.6902227042,3
2000,39300,44007,44007000020,2.69026404445,3
2000,31084,06037,06037265410,2.69032292517,3
2000,10420,39153,39153005045,2.69047885653,3
2000,31084,06037,06037480903,2.69101766394,3
2000,16974,17031,17031004501,2.69115389907,3
2000,31084,06037,06037302502,2.691826244,3
2000,27260,12031,12031000013,2.69232301166,3
2000,19124,48113,48113001503,2.6935234389,3
2000,44060,53063,53063000023,2.69367961386,3
2000,44060,53063,53063004601,2.69438821184,3
2000,40980,26145,26145000014,2.69536457463,3
2000,45780,39095,39095000039,2.69574302731,3
2000,35614,36119,36119005901,2.6958594725,3
2000,41884,06075,06075000402,2.69595626058,3
2000,47664,26125,26125001529,2.69596866847,3
2000,36540,31055,31055000004,2.69655074313,3
2000,19124,48113,48113000045,2.69713733825,3
2000,35300,09009,09009001550,2.6978311739,3
2000,31084,06037,06037004319,2.69793884127,3
2000,21340,48141,48141000023,2.69806567158,3
2000,37900,17143,17143000019,2.69816377854,3
2000,12580,24003,24003007504,2.69825318459,3
2000,35614,36005,36005000381,2.69826925694,3
2000,31700,33011,33011000008,2.69828930697,3
2000,39300,44007,44007000014,2.69861611594,3
2000,17460,39035,39035001321,2.70025011505,3
2000,14860,09001,09001000220,2.70059029706,3
2000,16974,17031,17031001001,2.70070221769,3
2000,40060,51760,51760000408,2.70093648005,3
2000,41180,17119,17119004003,2.70094131518,3
2000,16974,17031,17031000701,2.70099659514,3
2000,17900,45079,45079000027,2.70111092305,3
2000,31084,06037,06037481001,2.70115586383,3
2000,20260,27137,27137000039,2.70162375166,3
2000,41180,17119,17119400102,2.70356654219,3
2000,49660,39155,39155009202,2.70399655899,3
2000,12580,24005,24005004008,2.70423287952,3
2000,23060,18003,18003000008,2.70459989294,3
2000,33124,12086,12086002201,2.70563326724,3
2000,35614,36061,36061000177,2.7060423313,3
2000,30780,05119,05119000018,2.70635732693,3
2000,35614,36047,36047000930,2.70646052182,3
2000,28140,29095,29095000075,2.70647358149,3
2000,35614,36119,36119000017,2.70706341985,3
2000,22420,26049,26049000029,2.70771090682,3
2000,35614,34003,34003000232,2.70775414868,3
2000,33340,55079,55079000036,2.70797303497,3
2000,38300,42003,42003002814,2.70802896783,3
2000,20260,27137,27137000009,2.70878399757,3
2000,44060,53063,53063000012,2.7088135468,3
2000,17140,39017,39017000011,2.70881806418,3
2000,31084,06037,06037481102,2.7089180477,3
2000,36084,06001,06001423602,2.70991923148,3
2000,16974,17031,17031002002,2.71124567824,3
2000,17460,39035,39035171102,2.71129755425,3
2000,35614,34017,34017000143,2.71249785044,3
2000,17460,39093,39093000233,2.71260134011,3
2000,16974,17031,17031001003,2.71290465305,3
2000,35614,34017,34017000140,2.71305866991,3
2000,15804,34007,34007603902,2.71340743464,3
2000,47260,51710,51710000037,2.71386989684,3
2000,15764,25017,25017003504,2.71417523186,3
2000,16974,17031,17031000104,2.714847243,3
2000,28940,47093,47093000030,2.71487934487,3
2000,31084,06037,06037143601,2.71513491075,3
2000,20260,27137,27137000033,2.71533978609,3
2000,45780,39095,39095002402,2.71572171029,3
2000,31420,13021,13021000102,2.7160924719,3
2000,12580,24510,24510000905,2.71614664892,3
2000,42340,13051,13051000018,2.71675705303,3
2000,16974,17197,17197008819,2.71699686097,3
2000,45300,12057,12057000011,2.71705968166,3
2000,42340,13051,13051000015,2.71794634017,3
2000,31084,06037,06037003118,2.71826695192,3
2000,42644,53033,53033009702,2.71846160871,3
2000,11020,42013,42013001006,2.71863530166,3
2000,43580,19193,19193000019,2.71980533926,3
2000,36540,31055,31055000008,2.71983995561,3
2000,41884,06075,06075030201,2.72050593172,3
2000,35084,34039,34039000318,2.72070710247,3
2000,48540,54069,54069000014,2.72103370712,3
2000,36084,06001,06001004076,2.7210651127,3
2000,15764,25017,25017003536,2.72214757376,3
2000,26900,18097,18097003525,2.72220478323,3
2000,34740,26121,26121000008,2.72225739999,3
2000,20524,36027,36027001403,2.7223848967,3
2000,47260,51710,51710000202,2.72245066758,3
2000,35614,34003,34003000010,2.72253061673,3
2000,34980,47037,47037000166,2.72276910946,3
2000,35614,36047,36047000157,2.72391135935,3
2000,17140,21117,21117000609,2.72429474516,3
2000,12100,34001,34001000003,2.7243205572,3
2000,33340,55079,55079000125,2.72463520006,3
2000,36084,06001,06001004006,2.7247781673200002,3
2000,31084,06037,06037700902,2.72482192205,3
2000,17980,13215,13215000019,2.72531760274,3
2000,26420,48167,48167007252,2.72586432077,3
2000,19124,48113,48113001504,2.72592134436,3
2000,41180,29510,29510001065,2.726532926,3
2000,44060,53063,53063000006,2.7269918549,3
2000,19500,17115,17115000005,2.72701541924,3
2000,47260,51650,51650000120,2.72719122903,3
2000,40900,06067,06067000003,2.72853155292,3
2000,31084,06037,06037002404,2.72945030703,3
2000,16974,17031,17031001609,2.73014828538,3
2000,15764,25017,25017003733,2.7307539725,3
2000,44100,17167,17167000026,2.73116242191,3
2000,30780,05119,05119000001,2.73126064745,3
2000,14454,25025,25025001804,2.73161970537,3
2000,41740,06073,06073000074,2.73220556483,3
2000,36084,06001,06001004087,2.73266374757,3
2000,31084,06037,06037572001,2.73272680785,3
2000,10420,39153,39153005051,2.73288248977,3
2000,35614,36119,36119000023,2.73321848422,3
2000,31140,21111,21111000084,2.7333722195,3
2000,35614,36047,36047000155,2.73358475867,3
2000,44700,06077,06077000018,2.73372198705,3
2000,37964,42101,42101000080,2.73402928408,3
2000,39540,55101,55101000007,2.7352102565,3
2000,31084,06037,06037576801,2.73530947994,3
2000,35614,36047,36047000678,2.7356247967,3
2000,43780,18141,18141000104,2.73580297416,3
2000,45940,34021,34021002902,2.73615593875,3
2000,35084,34013,34013000145,2.7370468895,3
2000,47664,26125,26125001845,2.73790749572,3
2000,37964,42101,42101000301,2.73833039204,3
2000,18140,39049,39049005420,2.73842295535,3
2000,41940,06085,06085505203,2.73857479342,3
2000,10420,39153,39153530501,2.73929069688,3
2000,29404,17097,17097008654,2.74030449929,3
2000,28020,26077,26077000006,2.74032382975,3
2000,36084,06001,06001004202,2.7408161416,3
2000,13780,36007,36007000140,2.74125399994,3
2000,16974,17031,17031008177,2.7412897127,3
2000,35084,34039,34039000380,2.74132521664,3
2000,28140,29095,29095000080,2.74140121644,3
2000,19380,39113,39113000209,2.74163163604,3
2000,39300,44007,44007000152,2.7423595637,3
2000,25540,09003,09003005048,2.74281692658,3
2000,35614,34003,34003000111,2.74290309202,3
2000,47664,26099,26099002512,2.74339220782,3
2000,33460,27053,27053012101,2.74405512142,3
2000,15764,25017,25017003565,2.74418710829,3
2000,41180,29510,29510001011,2.74430833551,3
2000,36540,19155,19155000212,2.74588284512,3
2000,18140,39049,39049006821,2.74678079755,3
2000,40900,06067,06067000002,2.74735147187,3
2000,41180,29510,29510001062,2.74770766418,3
2000,16974,17197,17197008814,2.74795446128,3
2000,45780,39095,39095000066,2.7480856924,3
2000,35614,36119,36119000006,2.75097343316,3
2000,40900,06067,06067000030,2.75254837926,3
2000,37900,17143,17143000024,2.75296073062,3
2000,31084,06037,06037310703,2.75300656082,3
2000,38300,42003,42003004311,2.75327974781,3
2000,31084,06037,06037003019,2.7534997417,3
2000,26580,54099,54099000051,2.75350702094,3
2000,17460,39035,39035001202,2.75375060335,3
2000,45940,34021,34021000003,2.75391888344,3
2000,26420,48201,48201003329,2.7545482412,3
2000,28940,47093,47093000022,2.75467567665,3
2000,16740,37119,37119000026,2.7549277898,3
2000,45940,34021,34021000022,2.75511395711,3
2000,35300,09009,09009001546,2.75513181052,3
2000,25540,09003,09003005033,2.75628490669,3
2000,26580,54011,54011000005,2.75630228626,3
2000,17460,39035,39035123501,2.75651429368,3
2000,35614,36047,36047000536,2.75664421723,3
2000,42644,53033,53033000100,2.75675711522,3
2000,16974,17031,17031815702,2.75724711865,3
2000,16974,17197,17197008828,2.75725531757,3
2000,37964,42101,42101000298,2.75767226752,3
2000,14454,25021,25021004002,2.75771538073,3
2000,31084,06037,06037001944,2.75799120818,3
2000,31084,06037,06037532002,2.75811217801,3
2000,45060,36067,36067000010,2.7581489502,3
2000,45104,53053,53053000611,2.75846629917,3
2000,16974,17031,17031008154,2.75858064647,3
2000,35614,36005,36005000310,2.75880013376,3
2000,10580,36083,36083000402,2.75946235242,3
2000,35084,34013,34013017301,2.75974985793,3
2000,33660,01097,01097000902,2.75989596189,3
2000,35614,36005,36005000243,2.7608863509,3
2000,14454,25025,25025000107,2.76162096533,3
2000,35084,34013,34013000052,2.76179069923,3
2000,40380,36055,36055000111,2.76195688379,3
2000,26900,18097,18097003806,2.76417079695,3
2000,49620,42133,42133000009,2.76444412802,3
2000,47664,26099,26099002510,2.76450243642,3
2000,31084,06037,06037004617,2.76463037856,3
2000,19740,08031,08031002902,2.76466434118,3
2000,37964,42101,42101000086,2.76482616893,3
2000,17460,39035,39035160602,2.76494442455,3
2000,35614,34017,34017000181,2.76510589,3
2000,12060,13089,13089000228,2.76524865111,3
2000,35614,36085,36085000251,2.76542284791,3
2000,33340,55079,55079001016,2.76553377096,3
2000,33124,12086,12086000051,2.7656130726,3
2000,45060,36067,36067000055,2.76572306053,3
2000,19740,08031,08031000102,2.76611641239,3
2000,44140,25013,25013008107,2.76616255263,3
2000,36084,06001,06001004219,2.76629869047,3
2000,15380,36063,36063000204,2.76645484181,3
2000,31084,06037,06037001919,2.76772035569,3
2000,31084,06037,06037002148,2.7678408829,3
2000,37964,42101,42101000325,2.76786456304,3
2000,47260,51710,51710000005,2.7681833808,3
2000,16974,17031,17031004211,2.76827232263,3
2000,33124,12086,12086006401,2.7687325436,3
2000,17460,39035,39035001512,2.76887376865,3
2000,19740,08031,08031000302,2.76911583793,3
2000,33874,42091,42091200308,2.76941608294,3
2000,10420,39153,39153520101,2.76969452726,3
2000,49660,39099,39099008107,2.76988231739,3
2000,12060,13121,13121010601,2.77048952895,3
2000,36084,06001,06001004104,2.7708638769,3
2000,35084,34039,34039000350,2.77128825696,3
2000,35614,36061,36061000181,2.77231418996,3
2000,16974,17031,17031000102,2.77275613387,3
2000,10580,36001,36001000015,2.77320433085,3
2000,30460,21067,21067000802,2.77361584277,3
2000,11020,42013,42013001014,2.77362289621,3
2000,17140,21117,21117000613,2.77373417882,3
2000,28940,47093,47093000032,2.77378442675,3
2000,35614,36047,36047000662,2.77475347076,3
2000,17460,39035,39035152102,2.77487856519,3
2000,20260,27137,27137000014,2.77595748739,3
2000,35614,36081,36081000216,2.77616960153,3
2000,35084,34039,34039000374,2.77644313722,3
2000,40380,36055,36055000063,2.77662760947,3
2000,28020,26077,26077000011,2.77663354293,3
2000,29620,26065,26065000019,2.77728568649,3
2000,35380,22051,22051000227,2.77744743463,3
2000,15764,25017,25017003363,2.77785824223,3
2000,41180,17119,17119400101,2.77797056847,3
2000,45460,18167,18167000009,2.77814555737,3
2000,43780,18141,18141000006,2.77868392767,3
2000,30620,39003,39003000128,2.77879596396,3
2000,18140,39049,39049000006,2.77950547095,3
2000,25540,09003,09003005047,2.77952120906,3
2000,43780,18141,18141000102,2.77954659053,3
2000,19780,19153,19153004002,2.77958241735,3
2000,22420,26049,26049000014,2.78047858684,3
2000,39380,08101,08101000006,2.78099361294,3
2000,49660,39155,39155009210,2.78103841198,3
2000,39540,55101,55101001003,2.78111441136,3
2000,16860,47065,47065000018,2.78121969092,3
2000,40060,51760,51760000416,2.78168308076,3
2000,16974,17031,17031000714,2.78176660187,3
2000,17460,39035,39035001541,2.7819455586,3
2000,40220,51770,51770000020,2.78251705451,3
2000,40380,36055,36055000077,2.78301887316,3
2000,28940,47093,47093000018,2.78313307101,3
2000,17460,39035,39035001343,2.78326224658,3
2000,31084,06037,06037501802,2.78332554508,3
2000,19804,26163,26163005342,2.78333290265,3
2000,28140,29095,29095000081,2.78338925376,3
2000,31084,06037,06037600911,2.78400160687,3
2000,37900,17143,17143000018,2.78401882749,3
2000,16974,17031,17031001101,2.7843786205,3
2000,10420,39153,39153503701,2.78454184618,3
2000,43580,19193,19193000008,2.78533952684,3
2000,31140,21111,21111000090,2.78538728983,3
2000,35614,36081,36081001097,2.78543138641,3
2000,31084,06037,06037531702,2.78565686628,3
2000,12580,24510,24510002717,2.7864879217,3
2000,23104,48439,48439101401,2.78673313743,3
2000,14860,09001,09001000305,2.78705110045,3
2000,16974,17031,17031004307,2.78710378969,3
2000,41700,48029,48029001602,2.7879027684,3
2000,17460,39035,39035117101,2.78809599695,3
2000,25540,09003,09003005026,2.78846283555,3
2000,26420,48201,48201003115,2.78896295331,3
2000,39300,44007,44007000015,2.78926853084,3
2000,31084,06037,06037570501,2.78927081841,3
2000,24340,26081,26081000035,2.78957032632,3
2000,19380,39113,39113000025,2.78962211835,3
2000,37964,42101,42101000280,2.78967842091,3
2000,36084,06001,06001004056,2.78971790724,3
2000,29620,26065,26065000022,2.78990348543,3
2000,41940,06085,06085005016,2.79002846384,3
2000,42644,53033,53033005802,2.79014234629,3
2000,41180,29189,29189002201,2.79056513139,3
2000,31084,06037,06037481714,2.79120235705,3
2000,43780,18141,18141000002,2.79131868732,3
2000,31084,06037,06037001920,2.79242183763,3
2000,21500,42049,42049000011,2.7925054392,3
2000,14454,25025,25025001204,2.79261753655,3
2000,27260,12031,12031000008,2.79308814718,3
2000,37900,17143,17143000026,2.79319221221,3
2000,41620,49035,49035001008,2.79344663203,3
2000,15380,36029,36029003902,2.79401624106,3
2000,30700,31109,31109000001,2.7950531079,3
2000,35614,34003,34003000091,2.79509914052,3
2000,31084,06037,06037001923,2.79523213407,3
2000,41740,06073,06073000005,2.79534232773,3
2000,45460,18167,18167000015,2.79591130243,3
2000,40900,06067,06067000022,2.79642531712,3
2000,35614,36005,36005000279,2.79697359492,3
2000,21300,36015,36015000006,2.79717000688,3
2000,35614,36081,36081000729,2.79764231063,3
2000,28020,26077,26077000005,2.79801581541,3
2000,17460,39035,39035177104,2.79835430425,3
2000,44140,25013,25013008116,2.79838243294,3
2000,30780,05119,05119000019,2.79852932722,3
2000,16974,17031,17031000306,2.79881488369,3
2000,18140,39049,39049004820,2.79975938587,3
2000,41180,29189,29189002122,2.80027422738,3
2000,45060,36067,36067000035,2.80048485434,3
2000,33460,27053,27053001074,2.80102891986,3
2000,35614,34017,34017000006,2.80143194704,3
2000,16974,17031,17031008147,2.8023965092,3
2000,30460,21067,21067000801,2.80392552804,3
2000,45300,12103,12103000232,2.80402960861,3
2000,15764,25017,25017336402,2.8041352168399998,3
2000,33340,55079,55079001203,2.80463263573,3
2000,41180,29510,29510001122,2.80507336886,3
2000,35084,34039,34039000385,2.80512444411,3
2000,35614,36061,36061000253,2.80559383923,3
2000,24340,26081,26081000134,2.80598245856,3
2000,12060,13089,13089020802,2.80609940695,3
2000,19124,48113,48113000055,2.8062704199,3
2000,36084,06001,06001004066,2.80639516392,3
2000,36540,31055,31055000024,2.80709151053,3
2000,14454,25021,25021004174,2.80735704456,3
2000,45780,39095,39095000010,2.80745083769,3
2000,31540,55025,55025000012,2.80774380284,3
2000,19780,19153,19153000043,2.80874151493,3
2000,24340,26081,26081000136,2.80886081365,3
2000,35614,36047,36047000578,2.80902824749,3
2000,31140,21111,21111000040,2.80979633714,3
2000,47664,26125,26125001837,2.80992306524,3
2000,44060,53063,53063000031,2.81081963408,3
2000,41884,06075,06075000171,2.8112928324,3
2000,19500,17115,17115000020,2.81189034041,3
2000,23104,48439,48439001047,2.81267810025,3
2000,33460,27123,27123000368,2.81292219908,3
2000,15764,25017,25017003505,2.81303417276,3
2000,44060,53063,53063000029,2.8140568542,3
2000,10420,39153,39153005022,2.81413838223,3
2000,23104,48439,48439103702,2.81425508308,3
2000,18140,39049,39049006822,2.81458725533,3
2000,35614,36047,36047000576,2.81467798733,3
2000,44100,17167,17167000202,2.8154157513,3
2000,31084,06037,06037003109,2.81551401197,3
2000,24660,37081,37081010702,2.81555590418,3
2000,15380,36029,36029000041,2.81564247921,3
2000,31084,06037,06037535501,2.81616085217,3
2000,35084,34039,34039000330,2.81622677994,3
2000,11700,37021,37021000012,2.81634875986,3
2000,16974,17031,17031004313,2.81646224348,3
2000,27260,12031,12031000025,2.81667194603,3
2000,21500,42049,42049000113,2.81698892223,3
2000,31084,06037,06037541604,2.8171945683,3
2000,41740,06073,06073000010,2.81730211788,3
2000,19124,48113,48113001302,2.81742554503,3
2000,31084,06037,06037430502,2.81768043168,3
2000,30700,31109,31109000003,2.81792793024,3
2000,37964,42101,42101000064,2.81852108568,3
2000,19340,19163,19163000115,2.81869116504,3
2000,23060,18003,18003000004,2.81914407859,3
2000,26900,18097,18097003570,2.81914821077,3
2000,38300,42003,42003005170,2.81980065983,3
2000,35614,34003,34003000175,2.8199217928,3
2000,36084,06001,06001004035,2.82002317112,3
2000,26580,54011,54011000015,2.82063224764,3
2000,28020,26077,26077001702,2.82141167726,3
2000,15804,34007,34007603002,2.82143846852,3
2000,17140,21117,21117000616,2.82150892946,3
2000,41700,48029,48029001109,2.82153008653,3
2000,22420,26049,26049000006,2.82164046759,3
2000,23844,18089,18089000217,2.82164586777,3
2000,35614,36085,36085000138,2.82221179884,3
2000,41884,06075,06075000451,2.82277598686,3
2000,33460,27053,27053001088,2.82313303084,3
2000,44060,53063,53063000021,2.82323270206,3
2000,45780,39095,39095000025,2.82367708591,3
2000,43780,18141,18141000009,2.82431388705,3
2000,49180,37067,37067001902,2.82432660068,3
2000,31084,06037,06037185202,2.82498091972,3
2000,11700,37021,37021000011,2.82546259164,3
2000,38900,41051,41051000301,2.82574069401,3
2000,35614,34003,34003000332,2.82590392207,3
2000,19804,26163,26163005778,2.82604571529,3
2000,35614,36085,36085002002,2.82605310248,3
2000,19124,48113,48113000403,2.82656216163,3
2000,38300,42003,42003004272,2.82659149087,3
2000,11020,42013,42013001015,2.82697834224,3
2000,31084,06037,06037201501,2.82716586218,3
2000,42644,53033,53033000118,2.82739937519,3
2000,14454,25025,25025001009,2.82771430208,3
2000,29620,26065,26065000015,2.82799899459,3
2000,40380,36055,36055000076,2.82831307773,3
2000,16974,17031,17031008123,2.82845880685,3
2000,45820,20177,20177000013,2.82908481782,3
2000,39300,44007,44007000104,2.82924213735,3
2000,41884,06075,06075000130,2.8293054092,3
2000,19380,39113,39113000034,2.82959842576,3
2000,45060,36067,36067000038,2.82966929352,3
2000,37964,42045,42045004053,2.83009667378,3
2000,40900,06067,06067000069,2.83076151996,3
2000,34980,47037,47037000121,2.83083845359,3
2000,35614,36047,36047000792,2.83121018122,3
2000,45820,20177,20177000022,2.83155588585,3
2000,13780,36007,36007013301,2.83250822899,3
2000,14454,25025,25025001008,2.83275001271,3
2000,29620,26065,26065000010,2.83297934504,3
2000,19340,19163,19163000114,2.83356481585,3
2000,35614,36047,36047000264,2.83374837407,3
2000,47664,26125,26125001416,2.8339701784,3
2000,35614,36047,36047000470,2.83438166105,3
2000,36084,06001,06001004004,2.83479800201,3
2000,10580,36083,36083000405,2.83513768827,3
2000,19804,26163,26163005366,2.83554923049,3
2000,12060,13121,13121000014,2.83575934181,3
2000,45300,12057,12057000029,2.83612231644,3
2000,35614,36005,36005000263,2.83618480031,3
2000,41620,49035,49035001018,2.83647773473,3
2000,35614,36005,36005005901,2.83680602015,3
2000,12980,26025,26025000002,2.83703233666,3
2000,41620,49035,49035001011,2.83706256526,3
2000,38300,42003,42003002509,2.83712572136,3
2000,17460,39035,39035154601,2.83756665864,3
2000,27100,26075,26075000006,2.83802718752,3
2000,14454,25021,25021004007,2.83860749463,3
2000,35614,36081,36081001467,2.83862329514,3
2000,47380,48309,48309000598,2.83877416678,3
2000,15764,25017,25017003411,2.8388446077,3
